cnpj;nm_fundo;gestor;classif_cvm;classif_anbima;aplicacao_inicial;mov_minima;saldo_perm;cotizacao;liquidacao;tx_adm;tx_performance;dt_inicio;ret_mes_jul_23;ret_2023;ret_12m;ret_24m;ret_36m;ret_cdi_mes_jul_23;ret_cdi_2023;ret_cdi_12m;ret_cdi_24m;ret_cdi_36m;vol_12m;vol_begin;sharpe_12m;sharpe_begin;pl_milhares
16718302000130;Itau Acoes Momento 30 Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+023;2,50%;20.0000% que exceder 100.0000  do Ibovespa Fechamento+1:65536;31/10/2012;4,47%;8,22%;1,96%;-26,16%;-17,79%;416,70%;107,58%;14,39%;-107,70%;-65,09%;20,90%;21,79%;-0,40;0,04;431.728,42 
42318981000160;Itau Acoes Momento 30 II Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+023;2,50%;20% que exceder 100% do Ibovespa Fechamento;11/10/2021;4,49%;7,85%;1,72%;-24,46%;-15,89%;418,56%;102,70%;12,62%;-100,68%;-58,14%;22,79%;21,95%;-0,36;0,05;181.425,10 
37514937000195;Itau Acoes Momento IQ Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+023;2,00%;20% que exceder 100% do Outros;31/7/2020;4,74%;8,53%;1,46%;-19,91%;-10,56%;441,87%;111,70%;10,76%;-81,94%;-38,66%;19,45%;19,66%;-0,46;-0,48;131.532,45 
03917778000158;Itau Acoes Petrobras FI;Itau Unibanco Asset Management Ltda;Ações;Fundos de Mono Ação; R$ 20.000 ; R$ 100 ; R$ 100 ;D+001;D+003;0,80%;-;10/7/2000;4,75%;42,78%;44,29%;170,70%;233,47%;442,96%;559,99%;325,96%;702,66%;854,33%;38,72%;42,94%;0,96;0,25;325.821,81 
29197177000101;Itau Acoes Petrobras I - FI;Itau Unibanco Asset Management Ltda;Ações;Fundos de Mono Ação; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+003;3,00%;-;2/4/2018;4,55%;39,80%;39,54%;155,87%;209,99%;424,06%;520,87%;290,99%;641,60%;768,40%;38,74%;48,51%;0,84;0,61;82.209,51 
20335511000171;Itau Acoes Phoenix Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+023;2,00%;20.0000% que exceder 100.0000  do Ibovespa Fechamento+1:65536;30/12/2014;4,56%;8,65%;3,93%;-25,29%;-15,03%;425,26%;113,18%;28,89%;-104,09%;-55,01%;22,69%;25,58%;-0,27;0,09;68.046,49 
04348384000199;Itau Acoes Sel Multifundos Fc;Itau Dtvm;Ações;Ações Índice Ativo; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+003;2,25%;-;31/5/2001;3,26%;10,90%;16,87%;-5,87%;5,49%;304,43%;142,63%;124,16%;-24,17%;20,08%;19,60%;22,28%;0,25;0,14;65.316,36 
35495706000156;Itau Acoes Sirius Advanced Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+023;2,00%;20 % QUE EXCEDER 100 % DO Outros;26/12/2019;-0,21%;3,26%;11,24%;-4,28%;29,92%;-19,29%;42,67%;82,72%;-17,61%;109,48%;15,35%;23,85%;-0,06;-0,01;146.465,00 
06234238000168;Itau Acoes Small Cap Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Small Caps; R$ 1.000 ; R$ 100 ; R$ 100 ;D+001;D+003;4,00%;-;18/5/2004;2,58%;13,74%;13,50%;-17,00%;2,03%;240,24%;179,85%;99,37%;-69,96%;7,42%;24,23%;22,00%;0,12;0,16;13.796,38 
36348109000161;Itau Acoes Small Cap Index Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Indexados; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+003;0,80%;-;4/5/2020;3,04%;16,83%;17,40%;-20,33%;-5,17%;283,29%;220,27%;128,07%;-83,67%;-18,94%;27,23%;26,79%;0,27;0,13;46.666,01 
74055922000132;Itau Acoes Strategy Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Índice Ativo; R$ 1.000 ; R$ 100 ; R$ 100 ;D+001;D+003;3,00%;-;1/2/1994;2,66%;9,66%;14,04%;-6,66%;7,37%;247,71%;126,39%;103,33%;-27,42%;26,95%;20,24%;28,41%;0,12;-0,04;14.616,50 
04881177000103;Itau Acoes Vale - Fc;Itau Unibanco Asset Management Ltda;Ações;Fundos de Mono Ação; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+003;3,00%;-;20/2/2002;7,41%;-21,67%;4,50%;-25,22%;43,61%;690,97%;-283,68%;33,16%;-103,81%;159,57%;33,22%;39,79%;-0,08;0,30;319.594,69 
07098295000120;Itau Acoes Valor FICFI;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 2.000 ; R$ 1 ; R$ 250 ;D+001;D+003;3,00%;-;23/3/2005;4,43%;7,51%;1,23%;-25,18%;-17,11%;412,87%;98,32%;9,08%;-103,64%;-62,62%;22,78%;24,69%;-0,38;0,09;29.553,27 
42336900000154;Itau Act Deb Inc Fc FI I RF Cred Priv LP;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+022;0,85%;20,0000% que exceder 100,0000 do Outros;30/12/2021;1,61%;14,35%;14,23%;-;-;149,93%;187,77%;104,74%;-;-;8,43%;7,40%;0,11;-0,21;57.360,91 
20335176000101;Itau Active Fix 5 RF Cred Priv Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1 ; R$ -   ; R$ 1 ;D+005;D+006;0,50%;20 % QUE EXCEDER 100 % DO CDI;30/9/2014;1,25%;5,62%;12,08%;24,41%;30,38%;116,24%;73,59%;88,90%;100,50%;111,16%;1,09%;0,66%;-1,22;0,15;4.232.652,48 
38000771000151;Itau Active Fix All RF Cred Priv LP Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+005;D+006;0,50%;20% que exceder 100% do CDI;31/8/2020;1,17%;5,44%;11,78%;23,90%;-;109,15%;71,24%;86,71%;98,38%;-;1,10%;0,71%;-1,46;0,57;2.365.377,22 
34803938000161;Itau Active Fix Dual Mult Cred Priv Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+015;D+016;0,70%;20 % QUE EXCEDER 100 % DO CDI;3/12/2019;1,49%;8,04%;14,88%;28,12%;35,09%;138,86%;105,28%;109,52%;115,73%;128,40%;0,80%;2,34%;1,43;0,50;851.649,67 
41734846000132;Itau Active Fix Esg Cred Priv Mult Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+005;D+006;0,50%;20% que exceder 100% do CDI;30/7/2021;1,27%;7,27%;13,52%;25,16%;-;118,58%;95,11%;99,54%;103,56%;-;0,35%;0,29%;-0,16;1,37;70.216,18 
46449462000191;Itau Algarve Legal C Cred Priv Mult FI;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1 ; R$ 1 ;D+000;D+001;2,00%;20,0000% que exceder 100,0000 do IPCA;27/12/2022;0,78%;5,44%;-;-;-;72,72%;71,25%;-;-;-;-;299,50%;-;-0,68;299.431,96 
42698615000183;Itau Artax Mult Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+022;2,00%;20,0000% que exceder 100,0000 do CDI;31/5/2022;1,58%;9,53%;17,79%;-;-;147,49%;124,73%;130,98%;-;-;4,97%;4,75%;0,78;1,00;437.938,62 
46422205000166;Itau Artax RF LP Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+001;0,90%;20.0000% que exceder 100.0000 do CDI;28/4/2023;-;-;-;-;-;-;-;-;-;-;-;1,69%;-;1,31;76.540,51 
42698666000105;Itau Artax Ultra Mult Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+022;2,00%;20,0000% que exceder 100,0000 do CDI;31/5/2022;2,23%;12,58%;24,29%;-;-;207,83%;164,63%;178,77%;-;-;9,89%;9,46%;1,01;1,26;73.451,66 
50236636000105;Itau Asset NTN-B 2024 RF FI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Soberano; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+000;0,15%;-;28/4/2023;-;-;-;-;-;-;-;-;-;-;-;2,95%;-;-3,48;216.987,25 
30625054000103;Itau Azvd Fc Mult;Itau Dtvm;Multimercado;Multimercados Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+001;0,50%;-;13/8/2018;1,49%;9,58%;14,66%;17,89%;22,01%;138,68%;125,41%;107,89%;73,64%;80,52%;4,80%;4,47%;0,22;0,06;71.263,45 
00822954000180;Itau B Cambial Fc;Itau Unibanco Asset Management Ltda;Cambial;Cambial; R$ 5.000 ; R$ -   ; R$ 1 ;D+000;D+001;0,40%;-;30/10/1995;-0,78%;-7,50%;-3,84%;-3,53%;-3,70%;-73,01%;-98,16%;-28,28%;-14,51%;-13,55%;15,64%;15,26%;-0,92;-0,16;456.192,10 
01889170000131;Itau BBA Icarus RF CP - Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 15.000 ; R$ 1 ; R$ 1.000 ;D+000;D+000;0,25%;-;17/12/1998;1,04%;7,36%;13,01%;22,89%;25,47%;96,69%;96,32%;95,76%;94,24%;93,19%;0,01%;0,20%;-43,99;-25,14;76.198,72 
13945537000176;Itau BBA RF Cred Privactive Fix 5 Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Crédito Livre; R$ 300.000 ; R$ 1.000 ; R$ 10.000 ;D+004;D+005;0,25%;20 % QUE EXCEDER 100 % DO CDI;15/9/2011;1,27%;5,65%;12,19%;24,76%;30,76%;118,13%;74,00%;89,76%;101,90%;112,57%;1,19%;0,56%;-1,04;0,55;2.624.435,52 
00832443000149;Itau BBA RF FICFI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Média Grau de Invest.; R$ 30.000 ; R$ 1 ; R$ 1.000 ;D+000;D+000;0,40%;-;2/10/1995;1,09%;7,78%;13,45%;24,26%;27,30%;101,41%;101,85%;99,00%;99,86%;99,91%;0,30%;18,73%;-0,40;0,08;47.277,27 
37306507000188;Itau Bdr Nivel 1 Acoes Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+003;0,80%;-;30/6/2020;1,90%;1,74%;-1,05%;-1,08%;30,87%;177,37%;22,72%;-7,70%;-4,43%;112,98%;19,89%;19,87%;-0,56;0,13;173.042,19 
41649957000140;Itau C Es Alpes Master FI Mult Cred Priv;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+001;1,25%;20% que exceder 100% do CDI;28/6/2021;1,37%;9,02%;16,31%;36,83%;-;128,12%;118,00%;120,07%;151,62%;-;0,67%;1,19%;3,63;4,06;304.562,60 
42814895000148;Itau CDI + Mult Cred Priv Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+000;0,30%;-;31/5/2023;-;-;-;-;-;-;-;-;-;-;-;0,00%;-;372,16;193.318,53 
02222178000102;Itau Cambial Dolar Fc;Itau Unibanco Asset Management Ltda;Cambial;Cambial; R$ 5.000 ; R$ -   ; R$ 500 ;D+001;D+001;1,50%;-;17/11/1997;-0,86%;-8,15%;-5,08%;-6,06%;-7,21%;-79,96%;-106,67%;-37,36%;-24,96%;-26,39%;15,65%;15,74%;-0,99;-0,21;53.624,05 
02497034000169;Itau Cambial Dolar Fc;Itau Unibanco Asset Management Ltda;Cambial;Cambial; R$ 1.000 ; R$ 100 ; R$ 100 ;D+001;D+001;1,50%;-;14/9/1998;-0,86%;-8,19%;-5,13%;-6,17%;-7,37%;-80,60%;-107,14%;-37,79%;-25,42%;-26,96%;15,64%;15,94%;-0,99;-0,27;11.890,70 
01623535000181;Itau Cambial Fc;Itau Unibanco Asset Management Ltda;Cambial;Cambial; R$ 5.000 ; R$ 1 ; R$ 1.000 ;D+001;D+001;0,50%;-;25/8/1997;-0,78%;-7,62%;-4,11%;-4,14%;-4,36%;-72,38%;-99,69%;-30,28%;-17,06%;-15,94%;15,65%;15,62%;-0,93;-0,13;423.343,36 
05381809000124;Itau Capital Performance Fix Mult Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Juros e Moedas; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+001;1,00%;20% do que exceder 100% do CDI;1/8/2003;0,97%;6,07%;11,38%;22,60%;25,11%;90,64%;79,51%;83,79%;93,03%;91,89%;0,65%;0,59%;-2,98;-0,58;923.982,87 
05902468000195;Itau Cash DI Fc RF Ref;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 15.000 ; R$ 1 ; R$ 1.000 ;D+000;D+000;0,30%;-;26/1/2005;1,04%;7,49%;13,30%;23,73%;26,19%;97,10%;97,98%;97,87%;97,70%;95,85%;0,02%;0,24%;-12,36;-4,50;204.985,84 
42754297000120;Itau Cash Plus Mult Cred Priv Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+000;0,30%;-;6/7/2022;1,10%;7,77%;13,80%;-;-;102,18%;101,69%;101,57%;-;-;0,01%;0,03%;30,53;5,49;433.274,67 
06234268000174;Itau Classe Mundial Acoes Fc;Itau Unibanco Asset Management Ltda;Ações;Ações Livre; R$ 1.000 ; R$ 100 ; R$ 100 ;D+001;D+003;4,00%;-;18/5/2004;4,36%;6,83%;0,11%;-26,83%;-19,74%;406,73%;89,42%;0,81%;-110,43%;-72,24%;22,80%;24,99%;-0,42;0,16;14.883,60 
27467895000125;Itau Classico RF Ref DI Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 300.000 ; R$ -   ; R$ 50 ;D+000;D+000;0,75%;-;31/5/2017;1,08%;7,30%;13,17%;23,99%;26,31%;100,73%;95,61%;96,91%;98,76%;96,27%;0,13%;0,26%;-2,87;-4,33;728.155,58 
41235095000100;Itau Commodities Mult Ie Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Invest. no Exterior; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+005;0,15%;-;27/5/2021;4,77%;-12,39%;-16,98%;5,10%;-;444,76%;-162,19%;-125,00%;20,99%;-;19,10%;21,31%;-1,34;-0,20;10.182,82 
46438756000118;Itau Con D I Fc F I I Infra RF Cred Priv;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+120;D+121;0,40%;10,0000% que exceder 100,0000 do IMA-B;24/6/2022;1,40%;13,50%;16,46%;-;-;130,75%;176,65%;121,12%;-;-;5,80%;5,89%;0,47;-0,04;99.022,54 
20287889000147;Itau Corp Cred Priv Dif RF L P FICFI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 1.000.000 ; R$ 100 ; R$ 500 ;D+001;D+001;0,25%;-;12/9/2014;1,16%;6,00%;12,42%;25,08%;29,51%;108,46%;78,49%;91,39%;103,23%;107,97%;0,84%;0,48%;-1,24;0,43;1.005.109,98 
03557198000105;Itau Corp Federal Plus RF CP Fc FI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 500.000 ; R$ 1 ; R$ 10.000 ;D+000;D+000;0,18%;-;11/8/2000;1,04%;7,43%;13,14%;23,23%;25,91%;97,35%;97,21%;96,75%;95,61%;94,82%;0,01%;0,29%;-34,66;-18,32;1.540.294,13 
01599628000118;Itau Corp Plus RF Ref DI Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 1.000.000 ; R$ 1 ; R$ 1 ;D+000;D+000;0,18%;-;11/6/1999;1,13%;6,47%;12,69%;24,44%;27,84%;105,35%;84,69%;93,43%;100,59%;101,87%;0,68%;0,52%;-1,15;-0,04;4.259.493,19 
00829292000170;Itau Corp RF Ref DI FICFI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+000;0,50%;-;2/10/1995;1,10%;6,27%;12,32%;23,62%;26,57%;102,62%;82,02%;90,68%;97,21%;97,24%;0,68%;0,58%;-1,64;-0,85;791.984,86 
28280945000123;Itau Corporate Cred Priv Dif IQ RF Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 1.000.000 ; R$ 100 ; R$ 100 ;D+001;D+001;0,25%;-;4/5/2018;1,17%;6,12%;12,61%;24,98%;29,75%;109,35%;80,14%;92,82%;102,82%;108,87%;0,77%;0,52%;-1,11;0,48;1.633.661,51 
40943120000147;Itau Cred Est Agro Mas FI Mult Cred Priv;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+001;1,00%;20% que exceder 100% do CDI;17/6/2021;1,39%;-11,66%;-7,16%;5,36%;-;130,07%;-152,58%;-52,71%;22,06%;-;22,20%;15,25%;-0,82;-0,46;311.187,89 
35650703000140;Itau Cred Estr Ac Con FI Mult Cred Priv;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 500.000 ; R$ 10.000 ; R$ -   ;D+000;D+001;1,00%;20.0000% que exceder 100.0000  do CDI;10/2/2020;-0,02%;-10,29%;-22,89%;-63,78%;-62,41%;-2,15%;-134,73%;-168,47%;-262,55%;-228,36%;13,69%;22,09%;-2,36;-1,19;150.115,61 
41083033000120;Itau Cred Estr Fiji M FI Mult Cred Priv;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 10.000 ; R$ 1 ; R$ 1 ;D+000;D+001;1,25%;20,0000% que exceder 100,0000 do IPCA;15/10/2021;-2,34%;-12,54%;-19,26%;-;-;-217,85%;-164,10%;-141,75%;-;-;10,93%;8,28%;-2,68;-1,68;307.464,98 
35727696000137;Itau Cred High Yield Amer RF Ie Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Invest. no Exterior; R$ 1 ; R$ 1 ; R$ 1 ;D+001;D+005;0,15%;-;17/1/2020;-0,10%;-4,51%;-5,81%;-13,22%;-7,06%;-9,09%;-58,98%;-42,75%;-54,42%;-25,85%;17,64%;18,02%;-0,90;-0,13;38.404,20 
42411782000100;Itau Custodia Cash RF Cred Priv FI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+000;0,50%;-;23/12/2021;1,10%;7,45%;13,44%;-;-;102,59%;97,55%;98,90%;-;-;0,14%;0,17%;-0,92;0,46;807.712,15 
11419792000150;Itau Custodia RF CP Caixa FI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+000;0,40%;-;3/8/2010;1,00%;7,17%;12,73%;22,62%;25,07%;93,44%;93,83%;93,67%;93,10%;91,74%;0,03%;0,21%;-27,49;-27,85;373.105,20 
51225664000190;Itau Custodia Soberano RF Simples Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Simples; R$ 1 ; R$ -   ; R$ 1 ;D+000;D+000;0,45%;-;12/7/2023;-;-;-;-;-;-;-;-;-;-;-;0,02%;-;-23,08;10.534,56 
45512145000100;Itau D I CDI Fc I I Infra D RF Cred Priv;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100 ; R$ 1 ; R$ 100 ;D+021;D+022;0,85%;-;27/9/2022;1,87%;8,21%;-;-;-;174,81%;107,43%;-;-;-;-;1,47%;-;-0,38;41.726,75 
45512169000169;Itau D I Fc I I Infra Dist RF Cred Priv;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100 ; R$ 1 ; R$ 100 ;D+021;D+022;0,85%;-;27/9/2022;1,49%;13,06%;-;-;-;138,60%;170,92%;-;-;-;-;5,39%;-;0,26;11.505,41 
05044718000101;Itau Daily RF CP FICFI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Soberano; R$ 1 ; R$ -   ; R$ 1 ;D+000;D+000;1,75%;-;14/9/2004;0,91%;6,41%;11,27%;19,17%;19,80%;84,83%;83,85%;82,96%;78,92%;72,47%;0,02%;0,19%;-122,65;-39,56;51.075,46 
42380161000106;Itau Deb I CDI Fc Inc Inv I RF Cred Priv;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+022;0,85%;-;29/10/2021;1,88%;8,46%;12,69%;-;-;175,27%;110,72%;93,40%;-;-;1,52%;1,48%;-0,51;0,47;1.610.069,21 
41994687000105;Itau Debe Inc Fc In Inv In RF Cred Priv;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+021;D+022;0,85%;-;30/6/2021;1,49%;13,08%;14,11%;22,11%;-;138,66%;171,18%;103,85%;91,02%;-;5,61%;5,69%;0,11;-0,19;231.078,66 
03929530000107;Itau Desenv. Petrobras FMP FGTS;Itau Unibanco Asset Management Ltda;Ações FMP - FGTS;Ações FMP - FGTS; R$ 300 ; R$ 1 ; R$ 50 ;D+001;D+003;0,80%;-;17/8/2000;4,73%;41,57%;42,58%;167,33%;231,30%;441,57%;544,03%;313,39%;688,77%;846,38%;38,77%;43,09%;0,92;0,29;49.649,44 
27884364000138;Itau Dif IQ RF Cred Priv Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 100 ; R$ 100 ; R$ 100 ;D+001;D+001;0,30%;-;28/5/2018;1,17%;6,09%;12,55%;24,64%;28,91%;108,93%;79,71%;92,37%;101,43%;105,79%;0,77%;0,49%;-1,18;0,18;766.213,80 
29993583000180;Itau Distrib Hedge Plus II Mult FICFI;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 10.000 ; R$ -   ; R$ 10.000 ;D+042;D+043;2,00%;20.0000% que exceder 100.0000  do CDI;29/6/2018;0,61%;3,15%;4,06%;16,94%;19,78%;57,20%;41,20%;29,90%;69,73%;72,38%;4,64%;4,79%;-1,79;0,68;112.941,42 
40616164000162;Itau Distribuid Optimus Extreme Mult Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1 ; R$ 1 ;D+042;D+043;2,00%;20% que exceder 100% do CDI;14/4/2021;1,98%;7,40%;16,38%;60,39%;-;184,29%;96,86%;120,53%;248,56%;-;5,56%;6,01%;0,47;2,44;523.790,48 
11419940000136;Itau Distribuidores Hedge Plus Mult Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Macro; R$ 50.000 ; R$ 1 ; R$ 100 ;D+042;D+043;2,00%;20.0000% que exceder 100.0000  do CDI;7/5/2010;0,62%;3,17%;4,13%;17,62%;20,18%;57,58%;41,51%;30,40%;72,54%;73,86%;4,57%;4,61%;-1,81;0,73;292.198,17 
37567202000120;Itau Distribuidores Hunter T R Mult Fc;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados Livre; R$ 100 ; R$ 1 ; R$ 100 ;D+021;D+023;2,00%;20% que exceder 100% do IPCA;30/7/2020;1,25%;5,22%;11,03%;17,91%;32,51%;116,78%;68,37%;81,21%;73,72%;118,96%;2,74%;4,07%;-0,81;0,32;30.628,50 
13417364000113;Itau Empresa RF Mix Cred Priv Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 500 ; R$ 100 ; R$ 500 ;D+001;D+001;0,35%;-;30/6/2011;1,15%;5,95%;12,30%;24,45%;28,69%;107,74%;77,82%;90,57%;100,64%;104,98%;0,84%;0,42%;-1,36;-0,03;4.192.171,81 
00829282000134;Itau Empresa RF Ref DI FICFI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 20.000 ; R$ 1 ; R$ 1.000 ;D+000;D+000;1,75%;-;2/10/1995;1,00%;5,45%;10,79%;20,30%;21,61%;93,52%;71,30%;79,45%;83,56%;79,08%;0,68%;0,58%;-3,62;-4,29;18.343,13 
08009152000167;Itau Empresa RF Refer DI Vip FICFI;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 3.000.000 ; R$ 1 ; R$ 10.000 ;D+000;D+000;0,18%;-;24/10/2006;1,13%;6,47%;12,69%;24,43%;27,83%;105,33%;84,66%;93,39%;100,55%;101,82%;0,68%;0,28%;-1,16;0,13;2.087.796,99 
01129004000137;Itau Empresa Trust RF Refer DI Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+000;0,25%;-;23/4/1996;1,12%;6,44%;12,62%;24,28%;27,59%;104,85%;84,23%;92,90%;99,92%;100,95%;0,68%;0,41%;-1,25;-0,86;22.677.292,56 
30419275000125;Itau Empresas Act Fix 5 RF Cred Priv Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Duração Baixa Crédito Livre; R$ 1.000.000 ; R$ 100 ; R$ 100 ;D+005;D+006;0,50%;20.0000% que exceder 100.0000  do CDI;13/8/2018;1,24%;5,62%;12,05%;24,37%;30,38%;116,06%;73,55%;88,72%;100,30%;111,19%;1,08%;0,85%;-1,26;0,10;467.231,44 
09093749000103;Itau Empresas RF Pre LP Fc;Itau Unibanco Asset Management Ltda;Renda Fixa;Renda Fixa Indexados; R$ 5.000 ; R$ -   ; R$ 1.000 ;D+000;D+000;1,00%;-;15/1/2008;0,80%;9,90%;15,19%;17,86%;15,04%;74,68%;129,63%;111,82%;73,53%;55,04%;3,35%;3,36%;0,44;0,07;48.373,04 
06170624000133;Itau Equity Hedge Mult FICFI;Itau Unibanco Asset Management Ltda;Multimercado;Multimercados L/S - Direcional; R$ 5.000 ; R$ 1 ; R$ 1 ;D+003;D+004;1,50%;20% que exceder 100% do CDI;16/9/2004;1,53%;0,85%;2,71%;4,99%;5,96%;143,06%;11,18%;19,93%;20,54%;21,81%;2,92%;2,99%;-3,29;0,08;30.700,78 
